Day,Department,Batch/Section,Time,Course,Room,Faculty
Wednesday,,CSE-61G(45),12:00 PM - 1:30 PM,DBMS Lab,310.0,FRS
Wednesday,,CSE-61G(45),01:30 PM - 03:00 PM,DBMS Lab,310.0,FRS
Wednesday,,CSE-62A(46),09:00 AM - 10:30 AM,EE&CL,GL-1,SI
Wednesday,,CSE-62A(46),10:30 AM - 12:00 PM,OOP,205.0,INC
Wednesday,,CSE-62A(46),12:00 PM - 1:30 PM,IM&FA,GL-1,AH
Wednesday,,CSE-62C(52),01:30 PM - 03:00 PM,BS&P,503.0,RAR
Wednesday,,CSE-62C(52),03:00 PM - 04:30 PM,OOP Lab,405.0,GMN
Wednesday,,CSE-62C(52),04:30 PM - 06:00 PM,OOP Lab,405.0,GMN
Wednesday,,CSE-62D(45),09:00 AM - 10:30 AM,OOP,408.0,INC
Wednesday,,CSE-62D(45),10:30 AM - 12:00 PM,IM&FA,408.0,AH
Wednesday,,CSE-62E(45),12:00 PM - 1:30 PM,OOP,505.0,MHM
Wednesday,,CSE-62E(45),03:00 PM - 04:30 PM,IM&FA,502.0,RH
Wednesday,,CSE-63A(50),10:30 AM - 12:00 PM,,503.0,
Wednesday,,CSE-63B(54),03:00 PM - 04:30 PM,DLD Lab,108.0,AAR
Wednesday,,CSE-63B(54),04:30 PM - 06:00 PM,DLD Lab,108.0,AAR
Wednesday,,CSE-63C(52),12:00 PM - 1:30 PM,AD&A Lab,405.0,RSA
Wednesday,,CSE-63C(52),01:30 PM - 03:00 PM,AD&A Lab,405.0,RSA
Wednesday,,CSE-63C(52),04:30 PM - 06:00 PM,PE&ED,506.0,MFA
Wednesday,,CSE-63D(41),01:30 PM - 03:00 PM,MCV&F,508.0,NAT
Wednesday,,CSE-63D(41),03:00 PM - 04:30 PM,PE&ED,508.0,MFA
Wednesday,,CSE-64A(51),12:00 PM - 1:30 PM,BE&EC,508.0,AIR
Wednesday,,CSE-64A(51),03:00 PM - 04:30 PM,DS Lab,310.0,AHC
Wednesday,,CSE-64A(51),04:30 PM - 06:00 PM,DS Lab,310.0,AHC
Wednesday,,CSE-64B(45),09:00 AM - 10:30 AM,BE&EC Lab,108.0,ATB
Wednesday,,CSE-64B(45),10:30 AM - 12:00 PM,BE&EC Lab,108.0,ATB
Wednesday,,CSE-64B(45),01:30 PM - 03:00 PM,DS,506.0,BAH
Wednesday,,CSE-64C(48),12:00 PM - 1:30 PM,DS,506.0,BAH
Wednesday,,CSE-64C(48),01:30 PM - 03:00 PM,BE&EC,E-3,ATB
Wednesday,,CSE-64C(48),04:30 PM - 06:00 PM,MG&VA,E-5,RMD
Wednesday,,CSE-65A(50),10:30 AM - 12:00 PM,SP,506.0,BKD
Wednesday,,CSE-65A(50),01:30 PM - 03:00 PM,IP,GL-1,MS
Wednesday,,CSE-65B(50),09:00 AM - 10:30 AM,SP,508.0,TJN
Wednesday,,CSE-65B(50),10:30 AM - 12:00 PM,MM&CV,508.0,AMR
Wednesday,,CSE-65C(50),09:00 AM - 10:30 AM,MM&CV,404.0,AMR
Wednesday,,CSE-65C(50),10:30 AM - 12:00 PM,BS,GL-1,SAL
Wednesday,,CSE-65C(50),12:00 PM - 1:30 PM,IP,E-3,MS
Wednesday,,CSE-65D(40),09:00 AM - 10:30 AM,SP,506.0,BKD
Wednesday,,CSE-66A(50),03:00 PM - 04:30 PM,ENG,408.0,AYM
Wednesday,,CSE-66A(50),04:30 PM - 06:00 PM,DM,408.0,FAR
Wednesday,,CSE-66B(50),03:00 PM - 04:30 PM,D&IC,505.0,RP
Wednesday,,CSE-66B(50),04:30 PM - 06:00 PM,ENG,505.0,AYM
Wednesday,,CSE-66C(50),03:00 PM - 04:30 PM,PHY,E-3,RMD
Wednesday,,CSE-66D(50),10:30 AM - 12:00 PM,PHY,409.0,CMW
Wednesday,,CSE-66D(50),01:30 PM - 03:00 PM,D&IC,E-4,RMD
Wednesday,EEE,EEE- 56 (15+5),12:00 PM - 1:30 PM,P ELEC,E-6,MAM
Wednesday,EEE,EEE- 56 (15+5),01:30 PM - 03:00 PM,EEM,E-6,FAM
Wednesday,EEE,EEE- 56 (15+5),03:00 PM - 04:30 PM,P-300,109.0,AIR
Wednesday,EEE,EEE- 56 (15+5),04:30 PM - 06:00 PM,P-300,109.0,AIR
Wednesday,EEE,EEE- 57 (10+5),01:30 PM - 03:00 PM,EEM,,
Wednesday,EEE,EEE- 57 (10+5),03:00 PM - 04:30 PM,P-300,,
Wednesday,EEE,EEE- 57 (10+5),04:30 PM - 06:00 PM,P-300,,
Wednesday,EEE,EEE- 58 (10+5),03:00 PM - 04:30 PM,P-300,,
Wednesday,EEE,EEE- 58 (10+5),04:30 PM - 06:00 PM,P-300,,
Wednesday,EEE,EEE- 59 (15+5),10:30 AM - 12:00 PM,D ELEC,403.0,MAK
Wednesday,EEE,EEE- 59 (15+5),12:00 PM - 1:30 PM,NM,E-1,FAM
Wednesday,EEE,EEE- 59 (15+5),01:30 PM - 03:00 PM,BS&P,E-1,MMZ
Wednesday,EEE,EEE- 60 (15+5),09:00 AM - 10:30 AM,60 - Lab,109.0,N/A
Wednesday,EEE,EEE- 60 (15+5),10:30 AM - 12:00 PM,60 - Lab,109.0,N/A
Wednesday,EEE,EEE- 60 (15+5),12:00 PM - 1:30 PM,NM,,
Wednesday,EEE,EEE- 60 (15+5),01:30 PM - 03:00 PM,BS&P,,
Wednesday,EEE,EEE- 61 (15+5),12:00 PM - 1:30 PM,ELEC II Lab,108.0,HRS
Wednesday,EEE,EEE- 61 (15+5),01:30 PM - 03:00 PM,ELEC II Lab,108.0,HRS
Wednesday,EEE,EEE- 62 (15+5),09:00 AM - 10:30 AM,,203.0,
Wednesday,EEE,EEE- 62 (15+5),10:30 AM - 12:00 PM,ELEC I,203.0,HRS
Wednesday,EEE,EEE- 62 (15+5),12:00 PM - 1:30 PM,CKT II Lab,109.0,MRU
Wednesday,EEE,EEE- 62 (15+5),01:30 PM - 03:00 PM,CKT II Lab,109.0,MRU
Wednesday,EEE,EEE- 63 (30),09:00 AM - 10:30 AM,CKT I,E-1,MAK
Wednesday,EEE,EEE- 63 (30),10:30 AM - 12:00 PM,,E-1,
Wednesday,EEE,EEE- 63 (30),12:00 PM - 1:30 PM,D&IC + DSc,509_,FAR_
Wednesday,EEE,EEE- 63 (30),01:30 PM - 03:00 PM,PHY,203.0,SUA
Wednesday,EEE,4th (24),12:00 PM - 1:30 PM,SWE-431: SPM,403.0,WIC
Wednesday,EEE,4th (24),01:30 PM - 03:00 PM,SWE 457: NNDL,306.0,AAC
Wednesday,EEE,5th (37),03:00 PM - 04:30 PM,SWE-382: WD,301.0,MKB
Wednesday,EEE,5th (37),04:30 PM - 06:00 PM,SWE-382: WD,301.0,MKB
Wednesday,EEE,6th(32),09:00 AM - 10:30 AM,SWE-313:CN,E-5,NHN
Wednesday,EEE,6th(32),10:30 AM - 12:00 PM,SWE-333: SVT,E-5,NSC
Wednesday,EEE,7th(40),09:00 AM - 10:30 AM,GED 301: BSP,E-4,RAR
Wednesday,EEE,7th(40),12:00 PM - 1:30 PM,SWE-315:AI,503.0,AAC
Wednesday,EEE,9th(49),10:30 AM - 12:00 PM,SWE-311: TOC,502.0,NHN
Wednesday,EEE,9th(49),12:00 PM - 1:30 PM,SWE-222:ALGO LAB,301.0,NSC
Wednesday,EEE,9th(49),01:30 PM - 03:00 PM,SWE-222:ALGO LAB,301.0,NSC
Wednesday,EEE,10th(32),09:00 AM - 10:30 AM,SWE-235:MIS,E-2,WIC
Wednesday,EEE,10th(32),12:00 PM - 1:30 PM,SWE-123: DS,504.0,IAC
Wednesday,EEE,11th(46),09:00 AM - 10:30 AM,SWE 122:SP Lab,301.0,IAC
Wednesday,EEE,11th(46),10:30 AM - 12:00 PM,SWE 122:SP Lab,301.0,IAC
Wednesday,EEE,11th(46),01:30 PM - 03:00 PM,PHY 111:BP,505.0,SUA
Wednesday,EEE,DSE-1st,01:30 PM - 03:00 PM,IPP,403.0,MSR
Wednesday,EEE,DSE-1st,04:30 PM - 06:00 PM,LA&AG,E-1,NZI
Wednesday,EEE,DSE-2nd,12:00 PM - 1:30 PM,BSC + EEE,509.0,FAR
Wednesday,EEE,DSE-2nd,03:00 PM - 04:30 PM,DM,402.0,MSR_
Wednesday,EEE,DSE-2nd,04:30 PM - 06:00 PM,ELI,402.0,AAM
Wednesday,LAW,51(35),10:30 AM - 12:00 PM,Final Exam,E-2,
Wednesday,LAW,52(38),09:00 AM - 10:30 AM,ENV. LAW,401.0,GSH
Wednesday,LAW,52(38),10:30 AM - 12:00 PM,ILS,401.0,MSR
Wednesday,LAW,52(38),12:00 PM - 1:30 PM,ENVIRNMENT,E-2,GSH
Wednesday,LAW,53(44),01:30 PM - 03:00 PM,CRPC-I,401.0,SAR
Wednesday,LAW,53(44),03:00 PM - 04:30 PM,FISCAL-2,401.0,MSI
Wednesday,LAW,53(44),04:30 PM - 06:00 PM,EVI-II,401.0,SEA
Wednesday,LAW,55(67),10:30 AM - 12:00 PM,REG,404.0,FI
Wednesday,LAW,55(67),12:00 PM - 1:30 PM,CRIMES-II,404.0,SAR
Wednesday,LAW,55(67),03:00 PM - 04:30 PM,CPC-I,404.0,SEA
Wednesday,LAW,57(50),09:00 AM - 10:30 AM,HINDU,205.0,FI
Wednesday,LAW,57(50),12:00 PM - 1:30 PM,STAT,401.0,MMZ
Wednesday,LAW,59(50),03:00 PM - 04:30 PM,MUSLIM,E-4,MA
Wednesday,LAW,59(50),04:30 PM - 06:00 PM,MUSLIM,E-4,MA
Wednesday,ECO,BSS-22,03:00 PM - 04:30 PM,ECO-301,504.0,IHM
Wednesday,ECO,BSS-22,04:30 PM - 06:00 PM,ECO-234,504.0,MAH
Wednesday,ECO,BSS-23,03:00 PM - 04:30 PM,ECO-301,,
Wednesday,ECO,BSS-23,04:30 PM - 06:00 PM,ECO-331,E-3,UHM
Wednesday,ECO,BSS-24,01:30 PM - 03:00 PM,ECO-336,409.0,IHM
Wednesday,ECO,BSS-24,03:00 PM - 04:30 PM,ECO-301,,
Wednesday,ECO,BSS-24,04:30 PM - 06:00 PM,ECO-331,,
Wednesday,ECO,BSS-25,01:30 PM - 03:00 PM,ECO-336,,
Wednesday,ECO,BSS-25,04:30 PM - 06:00 PM,ECO-331,,
Wednesday,ECO,BSS-26,03:00 PM - 04:30 PM,BBA-134,409.0,NA
Wednesday,ECO,BSS-27,03:00 PM - 04:30 PM,BBA-134,,
Wednesday,ECO,BSS-27,04:30 PM - 06:00 PM,CSE-106,307.0,BSS
Wednesday,ECO,BSS-28,01:30 PM - 03:00 PM,BBA-113,507.0,MFA
Wednesday,ECO,BSS-28,04:30 PM - 06:00 PM,CSE-106,,
Wednesday,ECO,BSS-29,01:30 PM - 03:00 PM,BBA-113,,
Wednesday,BBA 60 AB,BBA 59 SCM,10:30 AM - 12:00 PM,BBA SCM-02,504.0,GM
Wednesday,BBA 60 AB,BBA 59 SCM,12:00 PM - 1:30 PM,BBA SCM-03,203.0,ZRT
Wednesday,BBA 59 AB,BBA 58 & 59 FIN,12:00 PM - 1:30 PM,BBA FIN-03,402.0,MKA
Wednesday,BBA 59 AB,BBA 58 & 59 FIN,01:30 PM - 03:00 PM,BBA FIN-05,E-5,JS
Thursday,,"Contest/Workshop/ACM

",03:00 PM - 04:30 PM,ACM Junior,405.0,MSI
Thursday,,"Contest/Workshop/ACM

",04:30 PM - 06:00 PM,ACM Junior,405.0,MSI
Thursday,,CSE-58A(47),12:00 PM - 1:30 PM,BIC,409.0,MDP
Thursday,,CSE-58A(47),01:30 PM - 03:00 PM,CC,501.0,AWS
Thursday,,CSE-58A(47),04:30 PM - 06:00 PM,CN,501.0,UNA
Thursday,,CSE-58B+I(45),12:00 PM - 1:30 PM,CC,501.0,UNA
Thursday,,CSE-58B+I(45),03:00 PM - 04:30 PM,CN Lab,310.0,RFZ
Thursday,,CSE-58B+I(45),04:30 PM - 06:00 PM,CN Lab,310.0,RFZ
Thursday,,CSE-58D+H(41),09:00 AM - 10:30 AM,CN Lab,405.0,AAB
Thursday,,CSE-58D+H(41),10:30 AM - 12:00 PM,CN Lab,405.0,AAB
Thursday,,CSE-58D+H(41),12:00 PM - 1:30 PM,BIC,502.0,MBL
Thursday,,CSE-59A+F(55),12:00 PM - 1:30 PM,ML,503.0,RFZ
Thursday,,CSE-59A+F(55),01:30 PM - 03:00 PM,TOC,503.0,BSS
Thursday,,CSE-59B+E(65),01:30 PM - 03:00 PM,SE&DP,GL-1,INC
Thursday,,CSE-59B+E(65),03:00 PM - 04:30 PM,ML,GL-1,AHC
Thursday,,CSE-59B+E(65),04:30 PM - 06:00 PM,TOC,GL-1,BSS
Thursday,,CSE-59C+H(60),03:00 PM - 04:30 PM,WP Lab,311.0,AJMJ
Thursday,,CSE-59C+H(60),04:30 PM - 06:00 PM,WP Lab,311.0,AJMJ
Thursday,,CSE-59D+G(55),03:00 PM - 04:30 PM,SE&DP Lab,309.0,AIA
Thursday,,CSE-59D+G(55),04:30 PM - 06:00 PM,SE&DP Lab,309.0,AIA
Thursday,,CSE-59I+J(42),09:00 AM - 10:30 AM,SE&DP,501.0,SRC
Thursday,,CSE-59I+J(42),12:00 PM - 1:30 PM,WP Lab,311.0,NIR
Thursday,,CSE-59I+J(42),01:30 PM - 03:00 PM,WP Lab,311.0,NIR
Thursday,,CSE-60A(47),10:30 AM - 12:00 PM,OS,501.0,MHM
Thursday,,CSE-60C(44),12:00 PM - 1:30 PM,OS,506.0,SRR
Thursday,,CSE-60C(44),01:30 PM - 03:00 PM,CE,GL-2,SSD
Thursday,,CSE-60C(44),03:00 PM - 04:30 PM,COA,404.0,NMA
Thursday,,CSE-60D(40),12:00 PM - 1:30 PM,COA,GL-1,MMH
Thursday,,CSE-60E+F+G(42),03:00 PM - 04:30 PM,CE,503.0,SSD
Thursday,,CSE-60E+F+G(42),04:30 PM - 06:00 PM,OS,503.0,KBS
Thursday,,CSE-61A(49),09:00 AM - 10:30 AM,G&VA,408.0,FAR
Thursday,,CSE-61A(49),10:30 AM - 12:00 PM,DBMS,408.0,SRR
Thursday,,CSE-61B(45),09:00 AM - 10:30 AM,DBMS,502.0,SRR
Thursday,,CSE-61B(45),12:00 PM - 1:30 PM,MP&I Lab,309.0,SAS
Thursday,,CSE-61B(45),01:30 PM - 03:00 PM,MP&I Lab,309.0,SAS
Thursday,,CSE-61D(45),10:30 AM - 12:00 PM,DBMS,502.0,SRC
Thursday,,CSE-61D(45),12:00 PM - 1:30 PM,MP&I Lab,307.0,MSS
Thursday,,CSE-61D(45),01:30 PM - 03:00 PM,MP&I Lab,307.0,MSS
Thursday,,CSE-61E(46),12:00 PM - 1:30 PM,MP&I,507.0,IMA
Thursday,,CSE-61E(46),01:30 PM - 03:00 PM,DBMS,507.0,SRC
Thursday,,CSE-61F(45),09:00 AM - 10:30 AM,MP&I Lab,307.0,IMA
Thursday,,CSE-61F(45),10:30 AM - 12:00 PM,MP&I Lab,307.0,IMA
Thursday,,CSE-61F(45),01:30 PM - 03:00 PM,DBMS,408.0,FRS
Thursday,,CSE-61G(45),09:00 AM - 10:30 AM,CP,309.0,TJN
Thursday,,CSE-61G(45),10:30 AM - 12:00 PM,CP,309.0,TJN
Thursday,,CSE-61G(45),12:00 PM - 1:30 PM,DBMS,408.0,FRS
Thursday,,CSE-61G(45),01:30 PM - 03:00 PM,G&VA,502.0,NZI
Thursday,,CSE-62B(46),10:30 AM - 12:00 PM,OOP,GL-2,GMN
Thursday,,CSE-62B(46),12:00 PM - 1:30 PM,BS&P,GL-2,MMZ
Thursday,,CSE-62C(52),09:00 AM - 10:30 AM,OOP,506.0,GMN
Thursday,,CSE-62C(52),10:30 AM - 12:00 PM,IM&FA,409.0,TA
Thursday,,CSE-62D(45),09:00 AM - 10:30 AM,OOP Lab,310.0,INC
Thursday,,CSE-62D(45),10:30 AM - 12:00 PM,OOP Lab,310.0,INC
Thursday,,CSE-63A(50),12:00 PM - 1:30 PM,AD&A,508.0,AHC
Thursday,,CSE-63A(50),03:00 PM - 04:30 PM,DLD,408.0,FAM
Thursday,,CSE-63A(50),04:30 PM - 06:00 PM,MCV&F,408.0,RAR
Thursday,,CSE-63B(54),01:30 PM - 03:00 PM,AD&A,506.0,AJMJ
Thursday,,CSE-63B(54),03:00 PM - 04:30 PM,MCV&F,506.0,RAR
Thursday,,CSE-63C(52),09:00 AM - 10:30 AM,MCV&F,E-3,AMR
Thursday,,CSE-63C(52),10:30 AM - 12:00 PM,DLD,E-3,AAR
Thursday,,CSE-63C(52),01:30 PM - 03:00 PM,PE&ED,E-4,MFA
Thursday,,CSE-63D(41),12:00 PM - 1:30 PM,AD&A Lab,310.0,RSA
Thursday,,CSE-63D(41),01:30 PM - 03:00 PM,AD&A Lab,310.0,RSA
Thursday,,CSE-64A(51),12:00 PM - 1:30 PM,BE&EC Lab,108.0,AIR
Thursday,,CSE-64A(51),01:30 PM - 03:00 PM,BE&EC Lab,108.0,AIR
Thursday,,CSE-64A(51),03:00 PM - 04:30 PM,IS,GL-2,MS
Thursday,,CSE-64A(51),04:30 PM - 06:00 PM,DS,GL-2,AHC
Thursday,,CSE-64B(45),12:00 PM - 1:30 PM,BE&EC,E-3,ATB
Thursday,,CSE-64B(45),01:30 PM - 03:00 PM,MG&VA,E-3,RMD
Thursday,,CSE-64C(48),12:00 PM - 1:30 PM,DS Lab,405.0,BAH
Thursday,,CSE-64C(48),01:30 PM - 03:00 PM,DS Lab,405.0,BAH
Thursday,,CSE-64C(48),04:30 PM - 06:00 PM,IS,E-2,MS
Thursday,,CSE-65A(50),09:00 AM - 10:30 AM,SP Lab,311.0,BKD
Thursday,,CSE-65A(50),10:30 AM - 12:00 PM,SP Lab,311.0,BKD
Thursday,,CSE-65D(40),09:00 AM - 10:30 AM,IP,E-2,SI
Thursday,,CSE-65D(40),12:00 PM - 1:30 PM,MM&CV,E-2,AMR
Thursday,,CSE-65D(40),01:30 PM - 03:00 PM,SP,E-2,BKD
Thursday,,CSE-66B(50),10:30 AM - 12:00 PM,D&IC,505.0,RP
Thursday,,CSE-66B(50),01:30 PM - 03:00 PM,DM,508.0,FAR
Thursday,EEE,EEE- 55 (10+5),09:00 AM - 10:30 AM,55 - Lab,109.0,N/A
Thursday,EEE,EEE- 55 (10+5),10:30 AM - 12:00 PM,55 - Lab,109.0,N/A
Thursday,EEE,EEE- 55 (10+5),12:00 PM - 1:30 PM,BMI Lab,306.0,AAR
Thursday,EEE,EEE- 55 (10+5),01:30 PM - 03:00 PM,BMI Lab,306.0,AAR
Thursday,EEE,EEE- 56 (15+5),01:30 PM - 03:00 PM,,504.0,
Thursday,EEE,EEE- 56 (15+5),03:00 PM - 04:30 PM,PSP Lab,306.0,MAM
Thursday,EEE,EEE- 56 (15+5),04:30 PM - 06:00 PM,PSP Lab,306.0,MAM
Thursday,EEE,EEE- 57 (10+5),01:30 PM - 03:00 PM,EC II,403.0,MAM
Thursday,EEE,EEE- 57 (10+5),03:00 PM - 04:30 PM,DSP I,403.0,SAS
Thursday,EEE,EEE- 57 (10+5),04:30 PM - 06:00 PM,57 - Lab,109.0,N/A-
Thursday,EEE,EEE- 58 (10+5),12:00 PM - 1:30 PM,IM&FA,E-1,TA
Thursday,EEE,EEE- 58 (10+5),01:30 PM - 03:00 PM,EC II,,
Thursday,EEE,EEE- 58 (10+5),03:00 PM - 04:30 PM,DSP I,,
Thursday,EEE,EEE- 58 (10+5),04:30 PM - 06:00 PM,58 - Lab,,N/A
Thursday,EEE,EEE- 59 (15+5),12:00 PM - 1:30 PM,IM&FA,,
Thursday,EEE,EEE- 59 (15+5),01:30 PM - 03:00 PM,NM,109.0,FAM
Thursday,EEE,EEE- 59 (15+5),03:00 PM - 04:30 PM,D ELEC,E-1,MAK
Thursday,EEE,EEE- 59 (15+5),04:30 PM - 06:00 PM,59 - Lab,108.0,N/A.
Thursday,EEE,EEE- 60 (15+5),10:30 AM - 12:00 PM,P ENG,E-2,NSN
Thursday,EEE,EEE- 60 (15+5),12:00 PM - 1:30 PM,IM&FA,,
Thursday,EEE,EEE- 60 (15+5),01:30 PM - 03:00 PM,NM,,
Thursday,EEE,EEE- 61 (15+5),09:00 AM - 10:30 AM,HEB,E-1,AIR
Thursday,EEE,EEE- 61 (15+5),10:30 AM - 12:00 PM,P ENG,,
Thursday,EEE,EEE- 61 (15+5),12:00 PM - 1:30 PM,ELEC II,109.0,HRS
Thursday,EEE,EEE- 62 (15+5),09:00 AM - 10:30 AM,HEB,,
Thursday,EEE,EEE- 62 (15+5),10:30 AM - 12:00 PM,CKT II,E-1,MRU
Thursday,EEE,EEE- 62 (15+5),01:30 PM - 03:00 PM,ELEC I,203.0,HRS
Thursday,EEE,EEE- 63 (30),09:00 AM - 10:30 AM,63 - Lab,108.0,N/A_
Thursday,EEE,EEE- 63 (30),10:30 AM - 12:00 PM,63 - Lab,108.0,N/A_
Thursday,EEE,5th (37),09:00 AM - 10:30 AM,SWE 461: IC,E-4,AAC
Thursday,EEE,5th (37),12:00 PM - 1:30 PM,GED-403: ED,E-6,WIC
Thursday,EEE,6th(32),09:00 AM - 10:30 AM,SWE-382: WD,306.0,FA
Thursday,EEE,6th(32),10:30 AM - 12:00 PM,SWE-382: WD,306.0,FA
Thursday,EEE,7th(40),09:00 AM - 10:30 AM,SWE-232: CP-2,301.0,IAC
Thursday,EEE,7th(40),10:30 AM - 12:00 PM,SWE-232: CP-2,301.0,IAC
Thursday,EEE,8th(33),09:00 AM - 10:30 AM,MAT-211: NA,E-5,RP
Thursday,EEE,8th(33),12:00 PM - 1:30 PM,SWE-230: CP-I,301.0,AAC
Thursday,EEE,8th(33),01:30 PM - 03:00 PM,SWE-230: CP-I,301.0,AAC
Thursday,EEE,9th(49),10:30 AM - 12:00 PM,SWE-231: SRE,E-5,WIC
Thursday,EEE,9th(49),01:30 PM - 03:00 PM,SWE-221: ALGO,505.0,NSC
Thursday,EEE,10th(32),12:00 PM - 1:30 PM,SWE-111: BEEC,504.0,MAK
Thursday,EEE,10th(32),01:30 PM - 03:00 PM,SWE-235:MIS,E-1,WIC
Thursday,EEE,11th(46),12:00 PM - 1:30 PM,MAT-113: DM,E-4,NAT
Thursday,EEE,11th(46),01:30 PM - 03:00 PM,SWE-121:SP,E-5,IAC
Thursday,EEE,11th(46),03:00 PM - 04:30 PM,MAT-112: LADE,E-2,NAT
Thursday,EEE,12th(40),12:00 PM - 1:30 PM,GED-105: BS,505.0,RP
Thursday,EEE,12th(40),03:00 PM - 04:30 PM,ACM,301.0,NHN
Thursday,EEE,12th(40),04:30 PM - 06:00 PM,ACM,301.0,NHN
Thursday,EEE,DSE-1st,12:00 PM - 1:30 PM,IP,403.0,SAL
Thursday,EEE,DSE-1st,01:30 PM - 03:00 PM,FDS,E-6,MMZ
Thursday,EEE,DSE-1st,03:00 PM - 04:30 PM,LA&AG,E-6,NZI
Thursday,LAW,52(38),10:30 AM - 12:00 PM,ILS,503.0,MSR
Thursday,LAW,54(71),10:30 AM - 12:00 PM,EVI-I,404.0,SEA
Thursday,LAW,54(71),12:00 PM - 1:30 PM,CPC-II,404.0,SEA
Thursday,LAW,56(48),09:00 AM - 10:30 AM,MER,401.0,TM
Thursday,LAW,56(48),10:30 AM - 12:00 PM,CONST-II,401.0,MA
Thursday,LAW,58(50),09:00 AM - 10:30 AM,CONTACT,404.0,MA
Thursday,LAW,58(50),10:30 AM - 12:00 PM,HEB,E-4,TM
Thursday,LAW,59(50),03:00 PM - 04:30 PM,COMPUTER,307.0,UNA
Thursday,LAW,59(50),04:30 PM - 06:00 PM,ENG-II,401.0,ENG
Thursday,LAW,60 (50),01:30 PM - 03:00 PM,LSB,401.0,MSR
Thursday,LAW,60 (50),03:00 PM - 04:30 PM,ENG-I,E-4,AAM
Thursday,ECO,BSS-22,10:30 AM - 12:00 PM,ECO-234,203.0,MAH
Thursday,ECO,BSS-22,01:30 PM - 03:00 PM,ECO-331,409.0,UHM
Thursday,ECO,BSS-23,12:00 PM - 1:30 PM,ECO-334,203.0,UHM
Thursday,ECO,BSS-23,01:30 PM - 03:00 PM,ECO-331,,
Thursday,ECO,BSS-24,12:00 PM - 1:30 PM,ECO-334,,
Thursday,ECO,BSS-24,01:30 PM - 03:00 PM,ECO-331,,
Thursday,ECO,BSS-28,03:00 PM - 04:30 PM,BBA-113,409.0,MFA
Thursday,ECO,BSS-28,04:30 PM - 06:00 PM,ECO-135,409.0,AAM
Thursday,ECO,BSS-29,03:00 PM - 04:30 PM,BBA-113,,
Thursday,ECO,BSS-29,04:30 PM - 06:00 PM,ECO-135,,
