Day,Department,Batch/Section,Time,Course,Room,Faculty
Sunday,,"Contest/Workshop/ACM
",03:00 PM - 04:30 PM,BBA AI,307_,NIR_
Sunday,,"Contest/Workshop/ACM
",04:30 PM - 06:00 PM,ENG CA,307_,ATB_
Sunday,,CSE-58A(47),12:00 PM - 1:30 PM,BIC Lab,311.0,MDP
Sunday,,CSE-58A(47),03:00 PM - 04:30 PM,CN Lab,310.0,UNA
Sunday,,CSE-58A(47),04:30 PM - 06:00 PM,CN Lab,310.0,UNA
Sunday,,CSE-58B+I(45),09:00 AM - 10:30 AM,BIC,205.0,MDP
Sunday,,CSE-58B+I(45),12:00 PM - 1:30 PM,CN,205.0,RFZ
Sunday,,CSE-58C+G(47),09:00 AM - 10:30 AM,BIC,GL-1,MBL
Sunday,,CSE-58C+G(47),12:00 PM - 1:30 PM,CC Lab,309.0,KBS
Sunday,,CSE-58C+G(47),01:30 PM - 03:00 PM,CC Lab,309.0,KBS
Sunday,,CSE-58E+F(51),12:00 PM - 1:30 PM,BIC,502.0,AIA
Sunday,,CSE-58E+F(51),01:30 PM - 03:00 PM,CC,502.0,MBL
Sunday,,CSE-58E+F(51),03:00 PM - 04:30 PM,CN Lab,309.0,RFZ
Sunday,,CSE-58E+F(51),04:30 PM - 06:00 PM,CN Lab,309.0,RFZ
Sunday,,CSE-59A+F(55),12:00 PM - 1:30 PM,WP Lab,310.0,NIR
Sunday,,CSE-59A+F(55),01:30 PM - 03:00 PM,WP Lab,310.0,NIR
Sunday,,CSE-59B+E(65),09:00 AM - 10:30 AM,ML Lab,307.0,AHC
Sunday,,CSE-59B+E(65),10:30 AM - 12:00 PM,ML Lab,307.0,AHC
Sunday,,CSE-59B+E(65),01:30 PM - 03:00 PM,TOC,GL-2,BSS
Sunday,,CSE-59C+H(60),09:00 AM - 10:30 AM,SE&DP Lab,309.0,BSS
Sunday,,CSE-59C+H(60),10:30 AM - 12:00 PM,SE&DP Lab,309.0,BSS
Sunday,,CSE-59C+H(60),01:30 PM - 03:00 PM,TOC,505.0,NMA
Sunday,,CSE-59I+J(42),09:00 AM - 10:30 AM,SE&DP Lab,310.0,SRC
Sunday,,CSE-59I+J(42),10:30 AM - 12:00 PM,SE&DP Lab,310.0,SRC
Sunday,,CSE-60A(47),09:00 AM - 10:30 AM,OS Lab,311.0,MHM
Sunday,,CSE-60A(47),10:30 AM - 12:00 PM,COA,GL-1,NMA
Sunday,,CSE-60A(47),12:00 PM - 1:30 PM,CE,GL-1,SSD
Sunday,,CSE-60B(40),01:30 PM - 03:00 PM,OS Lab,311.0,MDP
Sunday,,CSE-60C(44),10:30 AM - 12:00 PM,OS Lab,405.0,SRR
Sunday,,CSE-60D(40),10:30 AM - 12:00 PM,OS Lab,311.0,MHM
Sunday,,CSE-60E+F+G(42),09:00 AM - 10:30 AM,OS Lab,405.0,KBS
Sunday,,CSE-61A(49),10:30 AM - 12:00 PM,MP&I,GL-2,SAS
Sunday,,CSE-61A(49),12:00 PM - 1:30 PM,CP,405.0,BKD
Sunday,,CSE-61A(49),01:30 PM - 03:00 PM,CP,405.0,BKD
Sunday,,CSE-61B(45),09:00 AM - 10:30 AM,DBMS,408.0,SRR
Sunday,,CSE-61B(45),10:30 AM - 12:00 PM,G&VA,408.0,FAR
Sunday,,CSE-61C(45),12:00 PM - 1:30 PM,G&VA,506.0,FAR
Sunday,,CSE-61C(45),01:30 PM - 03:00 PM,MP&I,506.0,MSS
Sunday,,CSE-61C(45),03:00 PM - 04:30 PM,DBMS,506.0,GMN
Sunday,,CSE-61D(45),01:30 PM - 03:00 PM,DBMS ,503.0,SRC
Sunday,,CSE-61D(45),03:00 PM - 04:30 PM,MP&I,503.0,MSS
Sunday,,CSE-61E(46),12:00 PM - 1:30 PM,MP&I Lab,307.0,IMA
Sunday,,CSE-61E(46),01:30 PM - 03:00 PM,MP&I Lab,307.0,IMA
Sunday,,CSE-61E(46),03:00 PM - 04:30 PM,G&VA,507.0,NZI
Sunday,,CSE-61F(45),12:00 PM - 1:30 PM,G&VA,508.0,NZI
Sunday,,CSE-61F(45),03:00 PM - 04:30 PM,MP&I,508.0,IMA
Sunday,,CSE-62A(46),03:00 PM - 04:30 PM,OOP Lab,311.0,INC
Sunday,,CSE-62A(46),04:30 PM - 06:00 PM,OOP Lab,311.0,INC
Sunday,,CSE-62C(52),01:30 PM - 03:00 PM,EE&CL,E-4,SI
Sunday,,CSE-62C(52),04:30 PM - 06:00 PM,OOP,506.0,GMN
Sunday,,CSE-62D(45),09:00 AM - 10:30 AM,BS&P,503.0,RAR
Sunday,,CSE-62D(45),12:00 PM - 1:30 PM,OOP,E-4,INC
Sunday,,CSE-62E(45),10:30 AM - 12:00 PM,IM&FA,404.0,RH
Sunday,,CSE-62E(45),01:30 PM - 03:00 PM,BS&P,508.0,RAR
Sunday,,CSE-63A(50),12:00 PM - 1:30 PM,PE&ED,507.0,MFA
Sunday,,CSE-63A(50),01:30 PM - 03:00 PM,AD&A,507.0,AHC
Sunday,,CSE-63B(54),12:00 PM - 1:30 PM,MCV&F,408.0,RAR
Sunday,,CSE-63B(54),01:30 PM - 03:00 PM,PE&ED,408.0,MFA
Sunday,,CSE-63B(54),04:30 PM - 06:00 PM,DLD,505.0,AAR
Sunday,,CSE-63D(41),09:00 AM - 10:30 AM,MCV&F,508.0,NAT
Sunday,,CSE-63D(41),10:30 AM - 12:00 PM,DLD,508.0,AIR
Sunday,,CSE-64C(48),10:30 AM - 12:00 PM,IS,503.0,MS
Sunday,,CSE-64C(48),12:00 PM - 1:30 PM,BE&EC Lab,108.0,ATB
Sunday,,CSE-64C(48),01:30 PM - 03:00 PM,BE&EC Lab,108.0,ATB
Sunday,,CSE-65A(50),12:00 PM - 1:30 PM,BS,GL-2,SAL
Sunday,,CSE-65A(50),01:30 PM - 03:00 PM,MM&CV,E-2,AMR
Sunday,,CSE-65B(50),03:00 PM - 04:30 PM,SP Lab,405.0,TJN
Sunday,,CSE-65B(50),04:30 PM - 06:00 PM,SP Lab,405.0,TJN
Sunday,,CSE-65C(50),09:00 AM - 10:30 AM,IP,502.0,MS
Sunday,,CSE-65C(50),12:00 PM - 1:30 PM,SP,503.0,TJN
Sunday,,CSE-66A(50),01:30 PM - 03:00 PM,PHY,GL-1,CMW
Sunday,,CSE-66A(50),03:00 PM - 04:30 PM,D&IC,E-3,RP
Sunday,,CSE-66A(50),04:30 PM - 06:00 PM,ENG,E-3,AYM
Sunday,,CSE-66B(50),03:00 PM - 04:30 PM,ENG,E-2,AYM
Sunday,,CSE-66C(50),12:00 PM - 1:30 PM,DM,E-5,NAT
Sunday,,CSE-66C(50),03:00 PM - 04:30 PM,ENG,408.0,NT
Sunday,,CSE-66C(50),04:30 PM - 06:00 PM,D&IC,408.0,RP
Sunday,,CSE-66D(50),10:30 AM - 12:00 PM,DM,E-5,NAT
Sunday,,CSE-66D(50),01:30 PM - 03:00 PM,ENG,E-6,NT
Sunday,EEE,EEE- 55 (10+5),03:00 PM - 04:30 PM,BMI,403.0,AAR
Sunday,EEE,EEE- 55 (10+5),04:30 PM - 06:00 PM,R&CV,403.0,MSS
Sunday,EEE,EEE- 56 (15+5),03:00 PM - 04:30 PM,56 - Lab,109.0,N/A_
Sunday,EEE,EEE- 56 (15+5),04:30 PM - 06:00 PM,56 - Lab,109.0,N/A_
Sunday,EEE,EEE- 57 (10+5),09:00 AM - 10:30 AM,DSP I,E-1,SAS
Sunday,EEE,EEE- 57 (10+5),10:30 AM - 12:00 PM,57 - Lab,109.0,N/A
Sunday,EEE,EEE- 57 (10+5),12:00 PM - 1:30 PM,EC II Lab,109.0,MAM
Sunday,EEE,EEE- 57 (10+5),01:30 PM - 03:00 PM,EC II Lab,109.0,MAM
Sunday,EEE,EEE- 58 (10+5),09:00 AM - 10:30 AM,DSP I,,
Sunday,EEE,EEE- 58 (10+5),10:30 AM - 12:00 PM,IM&FA,E-3,TA
Sunday,EEE,EEE- 58 (10+5),12:00 PM - 1:30 PM,EC II Lab,,
Sunday,EEE,EEE- 58 (10+5),01:30 PM - 03:00 PM,EC II Lab,,
Sunday,EEE,EEE- 59 (15+5),09:00 AM - 10:30 AM,59 - Lab,109.0,N/A
Sunday,EEE,EEE- 59 (15+5),10:30 AM - 12:00 PM,IM&FA,,
Sunday,EEE,EEE- 59 (15+5),01:30 PM - 03:00 PM,BS&P,E-1,MMZ
Sunday,EEE,EEE- 60 (15+5),10:30 AM - 12:00 PM,IM&FA,,
Sunday,EEE,EEE- 60 (15+5),01:30 PM - 03:00 PM,BS&P,,
Sunday,EEE,EEE- 62 (15+5),03:00 PM - 04:30 PM,62 - Lab,108.0,N/A
Sunday,EEE,EEE- 62 (15+5),04:30 PM - 06:00 PM,62 - Lab,108.0,N/A
Sunday,EEE,EEE- 63 (30),12:00 PM - 1:30 PM,CKT I,E-1,MAK
Sunday,EEE,EEE- 63 (30),01:30 PM - 03:00 PM,,403.0,
Sunday,EEE,EEE- 63 (30),03:00 PM - 04:30 PM,PHY,E-1,SUA
Sunday,EEE,EEE- 63 (30),04:30 PM - 06:00 PM,,E-1,
Sunday,EEE,4th (24),12:00 PM - 1:30 PM,SWE 458: NNDL Lab,306.0,AAC
Sunday,EEE,4th (24),01:30 PM - 03:00 PM,SWE 458: NNDL Lab,306.0,AAC
Sunday,EEE,5th (37),03:00 PM - 04:30 PM,SWE-422: MDP,301.0,ZUK
Sunday,EEE,5th (37),04:30 PM - 06:00 PM,SWE-422: MDP,301.0,ZUK
Sunday,EEE,6th(32),12:00 PM - 1:30 PM,SWE-314: CN Lab,301.0,NHN
Sunday,EEE,6th(32),01:30 PM - 03:00 PM,SWE-314: CN Lab,301.0,NHN
Sunday,EEE,7th(40),09:00 AM - 10:30 AM,SWE-324: UI & UX,301.0,DD
Sunday,EEE,7th(40),10:30 AM - 12:00 PM,SWE-324: UI & UX,301.0,DD
Sunday,EEE,8th(33),10:30 AM - 12:00 PM,SWE-223:OOP,203.0,FA
Sunday,EEE,8th(33),01:30 PM - 03:00 PM,MAT-211: NA,504.0,RP
Sunday,EEE,9th(49),09:00 AM - 10:30 AM,SWE-225: DBMS,506.0,NHN
Sunday,EEE,9th(49),10:30 AM - 12:00 PM,SWE-231: SRE,506.0,WIC
Sunday,EEE,10th(32),09:00 AM - 10:30 AM,SWE-112: BEEC Lab,108.0,MAK
Sunday,EEE,10th(32),10:30 AM - 12:00 PM,SWE-112: BEEC Lab,108.0,MAK
Sunday,EEE,10th(32),12:00 PM - 1:30 PM,SWE-123: DS,504.0,IAC
Sunday,EEE,11th(46),09:00 AM - 10:30 AM,SWE-121:SP,505.0,IAC
Sunday,EEE,11th(46),10:30 AM - 12:00 PM,PHY 111:BP,505.0,SUA
Sunday,EEE,12th(40),09:00 AM - 10:30 AM,SWE-131: ISE,E-3,WIC
Sunday,EEE,12th(40),12:00 PM - 1:30 PM,MAT-111: DIC,505.0,RP
Sunday,EEE,DSE-2nd,12:00 PM - 1:30 PM,ELI,E-3,AAM
Sunday,EEE,DSE-2nd,01:30 PM - 03:00 PM,BS,E-3,SAL
Sunday,LAW,52(38),12:00 PM - 1:30 PM,ADM. LAW,E-6,TM
Sunday,LAW,52(38),01:30 PM - 03:00 PM,CRPC-2,203.0,SAR
Sunday,LAW,53(44),03:00 PM - 04:30 PM,CRIOMIONOLOGY,E-5,GSH
Sunday,LAW,53(44),04:30 PM - 06:00 PM,FIS-II,E-5,MSI
Sunday,LAW,54(71),03:00 PM - 04:30 PM,FISCAL-1,404.0,MSI
Sunday,LAW,54(71),04:30 PM - 06:00 PM,LAND,404.0,MSR
Sunday,LAW,55(67),03:00 PM - 04:30 PM,PIL-II,509.0,DMZA
Sunday,LAW,55(67),04:30 PM - 06:00 PM,PIL-II,509.0,DMZA
Sunday,LAW,56(48),09:00 AM - 10:30 AM,CONS-2,E-2,MA
Sunday,LAW,56(48),10:30 AM - 12:00 PM,MER,E-2,TM
Sunday,LAW,57(50),09:00 AM - 10:30 AM,STAT,501.0,MMZ
Sunday,LAW,57(50),10:30 AM - 12:00 PM,CONS-1,501.0,MA
Sunday,LAW,59(50),09:00 AM - 10:30 AM,BS,401.0,FI
Sunday,LAW,59(50),10:30 AM - 12:00 PM,BS,401.0,FI
Sunday,LAW,60 (50),09:00 AM - 10:30 AM,FB,E-5,MMA
Sunday,LAW,60 (50),12:00 PM - 1:30 PM,JUR,401.0,FI
Sunday,LAW,60 (50),01:30 PM - 03:00 PM,LSB,401.0,MSR
Sunday,ECO,BSS-22,12:00 PM - 1:30 PM,ECO-440,203.0,MAH
Sunday,ECO,BSS-23,12:00 PM - 1:30 PM,ECO-440,,
Sunday,ECO,BSS-25,10:30 AM - 12:00 PM,ECO-137,409.0,MMZ
Sunday,ECO,BSS-25,01:30 PM - 03:00 PM,BBA-115,409.0,TA
Sunday,ECO,BSS-26,10:30 AM - 12:00 PM,ECO-137,,
Sunday,ECO,BSS-26,12:00 PM - 1:30 PM,ECO-232,409.0,IHM
Sunday,ECO,BSS-26,01:30 PM - 03:00 PM,BBA-115,,
Sunday,ECO,BSS-27,10:30 AM - 12:00 PM,ECO-137,,
Sunday,ECO,BSS-27,12:00 PM - 1:30 PM,ECO-232,,
Sunday,BBA 59 AB,BBA 58 & 59 AIS,12:00 PM - 1:30 PM,BBA AIS-01,E-2,AH
Sunday,BBA 59 AB,BBA 58 & 59 AIS,03:00 PM - 04:30 PM,BBA AIS-05,203.0,RH
Sunday,BBA 59 AB,BBA 58 & 59 HRM,10:30 AM - 12:00 PM,BBA HRM-5,403.0,NA
Sunday,BBA 59 AB,BBA 58 & 59 HRM,12:00 PM - 1:30 PM,BBA HRM-03,403.0,MJU
Sunday,BBA 59 AB,BBA 58 & 59 FIN,03:00 PM - 04:30 PM,BBA FIN-05,E-6,JS
Sunday,BBA 59 AB,BBA 58 & 59 FIN,04:30 PM - 06:00 PM,BBA FIN -07,E-6,MKA
Monday,,CSE-58A(47),03:00 PM - 04:30 PM,CN,506.0,UNA
Monday,,CSE-58A(47),04:30 PM - 06:00 PM,CC,506.0,AWS
Monday,,CSE-58B+I(45),09:00 AM - 10:30 AM,CN,408.0,RFZ
Monday,,CSE-58B+I(45),10:30 AM - 12:00 PM,BIC,408.0,MDP
Monday,,CSE-58B+I(45),12:00 PM - 1:30 PM,CC Lab,309.0,UNA
Monday,,CSE-58B+I(45),01:30 PM - 03:00 PM,CC Lab,309.0,UNA
Monday,,CSE-58C+G(47),09:00 AM - 10:30 AM,CN Lab,310.0,AAB
Monday,,CSE-58C+G(47),10:30 AM - 12:00 PM,CN Lab,310.0,AAB
Monday,,CSE-58C+G(47),12:00 PM - 1:30 PM,BIC ,E-2,MBL
Monday,,CSE-58D+H(41),01:30 PM - 03:00 PM,CN,502.0,AAB
Monday,,CSE-58D+H(41),03:00 PM - 04:30 PM,CC Lab,310.0,KBS
Monday,,CSE-58D+H(41),04:30 PM - 06:00 PM,CC Lab,310.0,KBS
Monday,,CSE-58E+F(51),01:30 PM - 03:00 PM,CN,501.0,RFZ
Monday,,CSE-58E+F(51),03:00 PM - 04:30 PM,CC Lab,309.0,MBL
Monday,,CSE-58E+F(51),04:30 PM - 06:00 PM,CC Lab,309.0,MBL
Monday,,CSE-59A+F(55),01:30 PM - 03:00 PM,SE&DP,503.0,AIA
Monday,,CSE-59A+F(55),03:00 PM - 04:30 PM,TOC,503.0,BSS
Monday,,CSE-59B+E(65),12:00 PM - 1:30 PM,SE&DP,501.0,INC
Monday,,CSE-59B+E(65),03:00 PM - 04:30 PM,WP Lab,311.0,NIR
Monday,,CSE-59B+E(65),04:30 PM - 06:00 PM,WP Lab,311.0,NIR
Monday,,CSE-59C+H(60),03:00 PM - 04:30 PM,ML Lab,405.0,NZR
Monday,,CSE-59C+H(60),04:30 PM - 06:00 PM,ML Lab,405.0,NZR
Monday,,CSE-59D+G(55),12:00 PM - 1:30 PM,ML,502.0,NZR
Monday,,CSE-59D+G(55),03:00 PM - 04:30 PM,TOC,507.0,NMA
Monday,,CSE-59D+G(55),04:30 PM - 06:00 PM,SE&DP,507.0,AIA
Monday,,CSE-59I+J(42),03:00 PM - 04:30 PM,ML,E-3,MSI
Monday,,CSE-59I+J(42),04:30 PM - 06:00 PM,TOC,E-3,NMA
Monday,,CSE-60B(40),09:00 AM - 10:30 AM,OS,401.0,MDP
Monday,,CSE-60C(44),01:30 PM - 03:00 PM,CE,GL-1,SSD
Monday,,CSE-60D(40),12:00 PM - 1:30 PM,COA,GL-1,MMH
Monday,,CSE-60D(40),04:30 PM - 06:00 PM,OS,505.0,MHM
Monday,,CSE-60E+F+G(42),09:00 AM - 10:30 AM,CE,E-5,SSD
Monday,,CSE-61A(49),09:00 AM - 10:30 AM,DBMS,502.0,SRR
Monday,,CSE-61A(49),10:30 AM - 12:00 PM,MP&I,502.0,SAS
Monday,,CSE-61B(45),09:00 AM - 10:30 AM,MP&I,506.0,SAS
Monday,,CSE-61B(45),12:00 PM - 1:30 PM,CP,311.0,AJMJ
Monday,,CSE-61B(45),01:30 PM - 03:00 PM,CP,311.0,AJMJ
Monday,,CSE-61C(45),12:00 PM - 1:30 PM,MP&I,508.0,MSS
Monday,,CSE-61C(45),03:00 PM - 04:30 PM,DBMS Lab,307.0,GMN
Monday,,CSE-61C(45),04:30 PM - 06:00 PM,DBMS Lab,307.0,GMN
Monday,,CSE-61D(45),09:00 AM - 10:30 AM,DBMS Lab,311.0,SRC
Monday,,CSE-61D(45),10:30 AM - 12:00 PM,DBMS Lab,311.0,SRC
Monday,,CSE-61E(46),09:00 AM - 10:30 AM,G&VA,509.0,NZI
Monday,,CSE-61E(46),12:00 PM - 1:30 PM,CP,310.0,AWS
Monday,,CSE-61E(46),01:30 PM - 03:00 PM,CP,310.0,AWS
Monday,,CSE-61F(45),09:00 AM - 10:30 AM,CP,309.0,TJN
Monday,,CSE-61F(45),10:30 AM - 12:00 PM,CP,309.0,TJN
Monday,,CSE-61F(45),12:00 PM - 1:30 PM,DBMS,408.0,FRS
Monday,,CSE-61F(45),01:30 PM - 03:00 PM,G&VA,507.0,NZI
Monday,,CSE-61G(45),09:00 AM - 10:30 AM,MP&I Lab,307.0,IMA
Monday,,CSE-61G(45),10:30 AM - 12:00 PM,MP&I Lab,307.0,IMA
Monday,,CSE-61G(45),01:30 PM - 03:00 PM,DBMS,408.0,FRS
Monday,,CSE-62A(46),10:30 AM - 12:00 PM,OOP,506.0,INC
Monday,,CSE-62A(46),01:30 PM - 03:00 PM,BS&P,E-2,MMZ
Monday,,CSE-62B(46),10:30 AM - 12:00 PM,BS&P,507.0,MMZ
Monday,,CSE-62B(46),12:00 PM - 1:30 PM,OOP,507.0,GMN
Monday,,CSE-62D(45),01:30 PM - 03:00 PM,EE&CL,GL-2,TM
Monday,,CSE-62E(45),12:00 PM - 1:30 PM,OOP,503.0,MHM
Monday,,CSE-62E(45),03:00 PM - 04:30 PM,BS&P,GL-2,RAR
Monday,,CSE-63A(50),12:00 PM - 1:30 PM,DLD Lab,109.0,FAM
Monday,,CSE-63A(50),01:30 PM - 03:00 PM,DLD Lab,109.0,FAM
Monday,,CSE-63A(50),03:00 PM - 04:30 PM,PE&ED,GL-1,MFA
Monday,,CSE-63A(50),04:30 PM - 06:00 PM,MCV&F,GL-1,RAR
Monday,,CSE-63B(54),12:00 PM - 1:30 PM,DLD,509.0,AAR
Monday,,CSE-63B(54),03:00 PM - 04:30 PM,AD&A,408.0,AJMJ
Monday,,CSE-63B(54),04:30 PM - 06:00 PM,PE&ED,408.0,MFA
Monday,,CSE-63C(52),12:00 PM - 1:30 PM,AD&A,506.0,RSA
Monday,,CSE-63C(52),03:00 PM - 04:30 PM,DLD Lab,108.0,AAR
Monday,,CSE-63C(52),04:30 PM - 06:00 PM,DLD Lab,108.0,AAR
Monday,,CSE-63D(41),01:30 PM - 03:00 PM,AD&A,506.0,RSA
Monday,,CSE-63D(41),03:00 PM - 04:30 PM,DLD Lab,109.0,AIR
Monday,,CSE-63D(41),04:30 PM - 06:00 PM,DLD Lab,109.0,AIR
Monday,,CSE-64A(51),03:00 PM - 04:30 PM,DS,501.0,AHC
